date,open,high,low,close,volume
2025-01-17,136.69,138.5,135.4649,137.71,201188760
2025-01-21,139.16,141.83,137.09,140.83,197748985
2025-01-22,144.66,147.79,143.67,147.07,237651395
2025-01-23,145.05,147.23,143.72,147.22,155915549
2025-01-24,148.37,148.97,141.88,142.62,234657635
2025-01-27,124.8,128.4,116.7,118.42,818830895
2025-01-28,121.81,129.0,116.25,128.99,579666350
2025-01-29,126.5,126.89,120.05,123.7,467120640
2025-01-30,123.1,125.0,118.1,124.65,392925469
2025-01-31,123.78,127.85,119.19,120.07,390372899
2025-02-03,114.75,118.57,113.01,116.66,371235677
2025-02-04,116.96,121.2,116.7,118.65,256550040
2025-02-05,121.76,125.0,120.76,124.83,263110629
2025-02-06,127.42,128.77,125.21,128.68,251483574
2025-02-07,129.22,130.37,125.0,129.84,228186298
2025-02-10,130.09,135.0,129.96,133.57,216989086
2025-02-11,132.58,134.48,131.02,132.8,178902379
2025-02-12,130.02,132.24,129.08,131.14,160278552
2025-02-13,131.555,136.5,131.17,135.29,197429975
2025-02-14,136.48,139.25,135.5,138.85,195479557
2025-02-18,141.27,143.44,137.925,139.4,219176627
2025-02-19,139.51,141.36,137.22,139.23,167536006
2025-02-20,140.03,140.66,136.7901,140.11,143903583
2025-02-21,140.04,141.46,134.03,134.43,228217585
2025-02-24,136.56,138.59,130.08,130.28,251381137
2025-02-25,129.98,130.2,124.44,126.63,271428711
2025-02-26,129.985,133.73,128.49,131.28,322553814
2025-02-27,135.0,135.01,120.01,120.15,443175846
2025-02-28,118.02,125.09,116.4,124.92,389091145
2025-03-03,123.51,123.7,112.28,114.06,411381373
2025-03-04,110.645,119.31,110.11,115.99,398163305
2025-03-05,117.58,118.2781,114.51,117.3,284337886
2025-03-06,113.53,115.35,110.22,110.57,321181861
2025-03-07,111.25,113.48,107.56,112.69,341755468
2025-03-10,109.9,111.85,105.46,106.98,361107562
2025-03-11,106.99,112.236,104.77,108.76,354865692
2025-03-12,114.12,116.76,112.88,115.74,323857454
2025-03-13,117.03,117.76,113.79,115.58,299033131
2025-03-14,118.61,121.88,118.15,121.67,277593455
2025-03-17,122.74,122.89,118.03,119.53,255501481
2025-03-18,118.0,119.02,114.54,115.43,299686944
2025-03-19,117.27,120.445,115.68,117.52,273426225
2025-03-20,116.55,120.2,116.47,118.53,248829749
2025-03-21,116.94,117.99,115.42,117.7,266498528
2025-03-24,119.88,122.22,119.34,121.41,228452534
2025-03-25,120.545,121.29,118.92,120.69,167447198
2025-03-26,118.73,118.84,112.71,113.76,296431667
2025-03-27,111.35,114.45,110.66,111.43,236902055
2025-03-28,111.485,112.87,109.0701,109.67,229872549
2025-03-31,105.13,110.955,103.65,108.38,299212653
2025-04-01,108.515,110.2,106.47,110.15,215960125
